"DOI","Title","Abstract","Journal","Authors","Keywords","Institute of Origin","Funding","Enrichment Status"
"10.1039/D2SC03112D","Simple purification of small-molecule-labelled peptides via palladium enolate formation from β-ketoamide tags","N/A","N/A","Kenji Hayamizu, Kota Koike, Kosuke Dodo, Miwako Asanuma, Hiromichi Egami, Mikiko Sodeoka","","","N/A","Success"
"10.1039/D0SC05591C","Troubleshooting unstable molecules in chemical space","N/A","N/A","Salini Senthil, Sabyasachi Chakraborty, Raghunathan Ramakrishnan","","","N/A","Success"
"10.1039/D3SC06308A","Quantifying the influence of 3d-4s mixing on linearly coordinated metal-ions by L2,3-edge XAS and XMCD","N/A","N/A","Myron S. Huzan, Timothy Burrow, M. Fix, Franziska Breitner, Sut Kei Chong, Peter Bencok, Matteo Aramini, Anton Jesche, Michael L. Baker","","","N/A","Success"
"10.1039/D3SC01787G","Cobalt-catalyzed enantioselective C–H/N–H annulation of aryl sulfonamides with allenes or alkynes: facile access to C–N axially chiral sultams","N/A","N/A","Xiao‐Ju Si, Xianzhi Zhao, Jianli Wang, Sheng Wang, Yuanshuo Zhang, Dandan Yang, Mao‐Ping Song, Jun‐Long Niu","","","N/A","Success"
"10.1039/D2SC01869A","Air and water stable germacarbonyl compounds","N/A","N/A","Pritam Mahawar, Pratima Shukla, Prakash Chandra Joshi, Dharmendra Singh, Hemant Kumar, Goutam Mukherjee, Selvarajan Nagendran","","","N/A","Success"
"10.1039/D1SC06366A","Dynamic metabolic change of cancer cells induced by natural killer cells at the single-cell level studied by label-free mass cytometry","N/A","N/A","Zizheng Shen, Hansen Zhao, Huan Yao, Xingyu Pan, Jinlei Yang, Sichun Zhang, Guojun Han, Xinrong Zhang","","","N/A","Success"
"10.1039/D2SC06962H","Single-atom catalysis enabled by high-energy metastable structures","N/A","N/A","Zhaoming Xia, Yue Yin, Jun Li, Hai Xiao","","","N/A","Success"
"10.1039/D4SC04088K","Robust Inorganic Binder Against Corrosion and Peel-Off Stress in Electrocatalysis","N/A","N/A","Joey Andrew A. Valinton, Meng-Yu Lin, Cheng-Han Tsai, Chuen-Horng Tsai, M. Chiu, Cheng‐chau Chiu, Chun‐Hu Chen","","","N/A","Success"
"10.1039/D2SC06772B","Prolonged lifespan of initial-anode-free lithium-metal battery by pre-lithiation in Li-rich Li2Ni0.5Mn1.5O4spinel cathode","N/A","N/A","Leiyu Chen, Chao‐Lung Chiang, Xiaohong Wu, Yonglin Tang, Guifan Zeng, Shiyuan Zhou, Baodan Zhang, Haitang Zhang, Yawen Yan, Tingting Liu, Hong‐Gang Liao, Xiaoxiao Kuai, Yan‐Gu Lin, Yu Qiao, Shi‐Gang Sun","","","N/A","Success"
"10.1039/D2SC04479J","From peptides to proteins: coiled-coil tetramers to single-chain 4-helix bundles","N/A","N/A","Elise A. Naudin, Katherine I. Albanese, Abigail J. Smith, B. Mylemans, Emily G. Baker, Orion D. Weiner, David Andrews, Natalie J. Tigue, Nigel J. Savery, Derek N. Woolfson","","","N/A","Success"
"10.1039/D3SC01594G","Molecular basis of sulfolactate synthesis by sulfolactaldehyde dehydrogenase from Rhizobium leguminosarum","N/A","N/A","Jinling Li, Mahima Sharma, Richard W. Meek, Amani Alhifthi, Zachary Armstrong, Niccolay Madiedo Soler, Mihwa Lee, Ethan D. Goddard‐Borger, James N. Blaza, G.J. Davies, Spencer J. Williams","","","N/A","Success"
"10.1039/D3SC01760E","Establishing PQ-ERA photoclick reactions with unprecedented efficiency by engineering of the nature of the phenanthraquinone triplet state","N/A","N/A","Youxin Fu, Georgios Alachouzos, Nadja A. Simeth, Mariangela Di Donato, Michiel Hilbers, Wybren Jan Buma, Wiktor Szymański, Ben L. Feringa","","","N/A","Success"
"10.1039/D3SC01242E","Synthesis of oligosaccharides to identify an immunologically active epitope against Candida auris infection","N/A","N/A","Rajat Singh, Emelie E. Reuber, Mariolina Bruno, Mihai G. Netea, Peter H. Seeberger","","","N/A","Success"
"10.1039/D3SC03252C","Photoinduced iron-catalyzed C–H alkylation of polyolefins","N/A","N/A","Zongnan Zhang, Yanfeng Zhang, Rong Zeng","","","N/A","Success"
"10.1039/D1SC04638A","Picomolar FKBP inhibitors enabled by a single water-displacing methyl group in bicyclic [4.3.1] aza-amides","N/A","N/A","Jürgen Kolos, Sebastian Pomplun, Sascha Jung, Benedikt Rieß, Patrick L. Purder, Andreas M. Voll, Stephanie Merz, Monika Gnatzy, Thomas Geiger, Ingrid Quist-Løkken, Jerome Jatzlau, Petra Knaus, Toril Holien, Andreas Bracher, Christian Meyners, Paul Czodrowski, Vera Krewald, Felix Hausch","","","N/A","Success"
"10.1039/D1SC03237B","A unified strategy to prostaglandins: chemoenzymatic total synthesis of cloprostenol, bimatoprost, PGF2α, fluprostenol, and travoprost guided by biocatalytic retrosynthesis","N/A","N/A","Kejie Zhu, Meifen Jiang, Baijun Ye, Guotai Zhang, Weijian Li, Pei Tang, Zedu Huang, Fen‐Er Chen","","","N/A","Success"
"10.1039/D1SC03460J","A novel chemical biology and computational approach to expedite the discovery of new-generation polymyxins against life-threatening Acinetobacter baumannii","N/A","N/A","Xukai Jiang, Nitin A. Patil, Mohammad Azad Malik, Hasini Wickremasinghe, Heidi H. Yu, Jin-Xin Zhao, Xinru Zhang, Mengyao Li, Bin Gong, Lin Wan, Wendong Ma, Philip E. Thompson, Kai Yang, Bing Yuan, Falk Schreiber, Lushan Wang, Tony Velkov, Kade D. Roberts, Jian Li","","","N/A","Success"
"10.1039/D1SC04045F","Development of a panchromatic photosensitizer and its application to photocatalytic CO2 reduction","N/A","N/A","Mari Irikura, Yusuke Tamaki, Osamu Ishitani","","","N/A","Success"
"10.1039/D2SC02124B","Water as a monomer: synthesis of an aliphatic polyethersulfone from divinyl sulfone and water","N/A","N/A","Karin Ratzenböck, Mir Mehraj Ud Din, Susanne Fischer, Ema Žagar, David Pahovnik, A. Daniel Boese, Daniel Rettenwander, Christian Slugovc","","","N/A","Success"
"10.1039/D2SC01619B","A dysprosium single molecule magnet outperforming current pseudocontact shift agents","N/A","N/A","Francielli S. Santana, Mauro Perfetti, Matteo Briganti, Francesca Sacco, Giordano Poneti, Enrico Ravera, Jaı́sa F. Soares, Roberta Sessoli","","","N/A","Success"
"10.1039/D2SC05804A","Modular synthesis, host–guest complexation and solvation-controlled relaxation of nanohoops with donor–acceptor structures","N/A","N/A","Han Deng, Zilong Guo, Sheng Wang, Ke Li, Qin Zhou, Chang Ge, Zhanqiang Xu, Sota Sato, Xiaonan Ma, Zhe Sun","","","N/A","Success"
"10.1039/D4SC05116E","Bucking the trend: understanding lipopolysaccharide structure and outer membrane dynamics in cold-adapted Pseudomonas isolated from Enigma Lake, Antarctica","N/A","N/A","Marcello Mercogliano, Stefania De Chiara, Antonio De Nicola, Jacopo Cardellini, Costanza Montis, Michail M. Yakimov, Violetta La Cono, Francesca Crisafi, Alba Silipo, Debora Berti, Giuseppe Milano, Antonio Molinaro, Flaviana Di Lorenzo","","","N/A","Success"
"10.1039/D3SC03285J","Modulating paired Ir–O–Ir via electronic perturbations of correlated Ir single atoms to overcome catalytic selectivity","N/A","N/A","Shi‐Hua Chen, Yuan‐Fan Yang, Zong‐Yin Song, Xiang‐Yu Xiao, Congcong Huang, Xin Cai, Pei‐Hua Li, Meng Yang, Aicheng Chen, Wenqing Liu, Xing‐Jiu Huang","","","N/A","Success"
"10.1039/D0SC05164K","Born–Oppenheimer approximation in optical cavities: from success to breakdown","N/A","N/A","Csaba Fábri, Gábor J. Halász, Lorenz S. Cederbaum, Ágnes Vibók","","","N/A","Success"
"10.1039/D4SC04244A","Conjugated polymers of an oxa[5]helicene-derived polycyclic heteroaromatic: tailoring energy levels and compatibility for high-performance perovskite solar cells","N/A","N/A","Yaohang Cai, Yuyan Zhang, Lingyi Fang, Yutong Ren, Jidong Zhang, Yi Yuan, Jing Zhang, Peng Wang","","","N/A","Success"
"10.1039/D2SC01093C","Molecularly imprinted polymers outperform lectin counterparts and enable more precise cancer diagnosis","N/A","N/A","Jilei Pang, Pengfei Li, Hui He, Shuxin Xu, Zhen Liu","","","N/A","Success"
"10.1039/D2SC00263A","Flavanthrene derivatives as photostable and efficient singlet exciton fission materials","N/A","N/A","Xian Fei, San Zhang, Yong Hai, Zhiwei Wang, Jin‐Liang Lin, Qi Xiao, Chun‐Lin Sun, Wei Deng, Chunfeng Zhang, Wenping Hu, Hao‐Li Zhang","","","N/A","Success"
"10.1039/D2SC02838G","A robust hollow metal–organic framework with enhanced diffusion for size selective catalysis","N/A","N/A","Chunhui Wu, Xiaowen Zhao, Dongxu Wang, Xiaomeng Si, Tao Li","","","N/A","Success"
"10.1039/D2SC04058A","Pattern enrichment analysis for phage selection of stapled peptide ligands","N/A","N/A","Takayuki Miki, Keigo Namii, Kenta Seko, Shota Kakehi, Goshi Moro, Hisakazu Mihara","","","N/A","Success"
"10.1039/D4SC03524K","Exfoliation of a metal-organic framework enabled by post-synthetic cleavage of a dipyridyl dianthracene ligand.","N/A","N/A","Madison E Logelin, Eric Schreiber, Brandon Q. Mercado, Michael J. Burke, Caitlin M. Davis, Amymarie K. Bartholomew","","","N/A","Success"
"10.1039/D1SC05451A","Ligand-controlled regioselective and chemodivergent defluorinative functionalization of gem-difluorocyclopropanes with simple ketones","N/A","N/A","Leiyang Lv, Huijun Qian, Yangyang Ma, Shiqing Huang, Xiaoyu Yan, Zhiping Li","","","N/A","Success"
"10.1039/D1SC03059K","Tug-of-war: molecular dynamometers against living cells for analyzing sub-piconewton interaction of a specific protein with the cell membrane","N/A","N/A","Huipu Liu, Yunlong Chen, Jiawei Wang, Yuanjiao Yang, Huangxian Ju","","","N/A","Success"
"10.1039/D0SC00458H","Direct observation of charge transfer between molecular heterojunctions based on inorganic semiconductor clusters","N/A","N/A","Chaozhuang Xue, Xing Fan, Jiaxu Zhang, Dandan Hu, Tao Wu, Xiang Wang, Rui Zhou, Haiping Lin, Youyong Li, Dong‐Sheng Li, Xiao Wei, Daoyuan Zheng, Yang Yang, Keli Han, Tao Wu","","","N/A","Success"
"10.1039/D1SC00896J","Selective aldehyde reductions in neutral water catalysed by encapsulation in a supramolecular cage","N/A","N/A","Avishek Paul, Michael Shipman, Dolapo Y. Onabule, Stephen Sproules, Mark D. Symes","","","N/A","Success"
"10.1039/D0SC01754J","Understanding the electrochemistry of “water-in-salt” electrolytes: basal plane highly ordered pyrolytic graphite as a model system","N/A","N/A","Pawin Iamprasertkun, Andinet Ejigu, Robert A. W. Dryfe","","","N/A","Success"
"10.1039/D3SC04861F","Towards designer polyolefins: highly tuneable olefin copolymerisation using a single permethylindenyl post-metallocene catalyst","N/A","N/A","Clement G. Collins Rice, Louis J. Morris, Jean‐Charles Buffet, Zoë R. Turner, Dermot O’Hare","","","N/A","Success"
"10.1039/D2SC00836J","Photostable polymorphic organic cages for targeted live cell imaging","N/A","N/A","Dana Al Kelabi, Avishek Dey, Lukman O. Alimi, Hubert Piwoński, Satoshi Habuchi, Niveen M. Khashab","","","N/A","Success"
"10.1039/D3SC01171B","Fragment expansion with NUDELs – poised DNA-encoded libraries","N/A","N/A","Catherine L. A. Salvini, Benoit Darlot, Jack R. Davison, Mathew P. Martin, Susan J. Tudhope, Shannon Turberville, Akane Kawamura, M.E.M. Noble, Stephen R. Wedge, James J. Crawford, Michael J. Waring","","","N/A","Success"
"10.1039/D3SC06215E","Nature and strength of group-14 A–A′ bonds","N/A","N/A","Daniela Rodrigues Silva, Eva Blokker, Martijn van der Schuur, Trevor A. Hamlin, F. Matthias Bickelhaupt","","","N/A","Success"
"10.1039/D0SC05906D","Site-to-site peptide transport on a molecular platform using a small-molecule robotic arm","N/A","N/A","Salma Kassem, Alan T. L. Lee, David A. Leigh, Augustinas Markevicius, Daniel J. Tetlow, Naoyuki Toriumi","","","N/A","Success"
"10.1039/D1SC02328D","Quasi-square-shaped cadmium hydroxide nanocatalysts for electrochemical CO2 reduction with high efficiency","N/A","N/A","Chunjun Chen, Xupeng Yan, Ruizhi Wu, Yahui Wu, Qinggong Zhu, Minqiang Hou, Zhaofu Zhang, Honglei Fan, Jun Ma, Yuying Huang, Jingyuan Ma, Xiaofu Sun, Longfei Lin, Shoujie Liu, Buxing Han","","","N/A","Success"
"10.1039/D2SC02381D","Reliably obtaining white light from layered halide perovskites at room temperature","N/A","N/A","Ethan J. Crace, Alexander C. Su, Hemamala I. Karunadasa","","","N/A","Success"
"10.1039/D0SC00414F","High-efficiency dynamic sensing of biothiols in cancer cells with a fluorescent β-cyclodextrin supramolecular assembly","N/A","N/A","Zhixue Liu, Wenting Zhou, Jingjing Li, Haoyang Zhang, Xianyin Dai, Yaohua Liu, Yu Liu","","","N/A","Success"
"10.1039/D2SC01260J","A cell membrane-targeting AIE photosensitizer as a necroptosis inducer for boosting cancer theranostics","N/A","N/A","Niu Niu, Ying Yu, Zhijun Zhang, Miaomiao Kang, Lei Wang, Zheng Zhao, Dong Wang, Ben Zhong Tang","","","N/A","Success"
"10.1039/D1SC04527J","Rhodium-catalysed ortho-alkynylation of nitroarenes","N/A","N/A","Eric Tan, Marc Montesinos‐Magraner, Cristina Garcı́a-Morales, Joan G. Mayans, Antonio M. Echavarren","","","N/A","Success"
"10.1039/D1SC01742J","Tetrathiafulvalene-based covalent organic frameworks for ultrahigh iodine capture","N/A","N/A","Jianhong Chang, Hui Li, Guangtao Yu, Xinyu Guan, Hui Li, Guangtao Yu, Valentin Valtchev, Yushan Yan, Shilun Qiu, Qianrong Fang","","","N/A","Success"
"10.1039/D0SC06295B","Switch chemistry at cryogenic conditions: quantum tunnelling under electric fields","N/A","N/A","Omer Kirshenboim, Alexander Frenklah, Sebastian Kozuch","","","N/A","Success"
"10.1039/D4SC03022B","Accurate construction of monolayer, bilayer, sandwich bilayer, four-layer, multi-layer and chiral bilayer 2D pillararene-type supramolecular networks","2D monolayer, bilayer, sandwich bilayer, four-layer, multi-layer and chiral bilayer supramolecular networks were constructed from tetrapyridine functionalized pillararene and Co(ii) and Cu(ii) through controlling the temperature and guest induction.","Chemical Science","Zhao-Nian Chen, Le-Ping Zhang, Huai-Li Wu, Qiao-Yan Qi, Meng Yan, Jia Tian, Guan-Yu Yang, Zhan-Ting Li, Bo Yang","","N/A","N/A","Already Complete"
"10.1039/D4SC03478C","Helically chiral multiresonant thermally activated delayed fluorescent emitters and their use in hyperfluorescent organic light-emitting diodes","Helically chiral MR-TADF compounds tBuPh-BN and DPA-tBuPh-BN show narrowband circularly polarized luminescence that translates into high-performance hyperfluorescent organic light-emitting diodes.","Chemical Science","Jingxiang Wang, Dongyang Chen, Juan Manuel Moreno-Naranjo, Francesco Zinna, Lucas Frédéric, David B. Cordes, Aidan P. McKay, Matthew J. Fuchter, Xiaohong Zhang, Eli Zysman-Colman","","N/A","N/A","Already Complete"
"10.1039/D2SC02318K","Practical asymmetric amine nucleophilic approach for the modular construction of protected α-quaternary amino acids","N/A","N/A","Teng Liu, Shao‐Fei Ni, Wusheng Guo","","","N/A","Success"
"10.1039/D2SC06181C","An unusual autocatalysis with an air-stable Pd complex to promote enantioselective synthesis of Si-stereogenic enynes","N/A","N/A","Fang‐Ying Ling, Fei Ye, Xiao‐Jun Fang, Xinyu Zhou, Wei‐Sheng Huang, Zheng Xu, Li‐Wen Xu","","","N/A","Success"
"10.1039/D1SC04162B","Stress response decay with aging visualized using a dual-channel logic-based fluorescent probe","N/A","N/A","Jingye Tian, Donglei Shi, Yanhui Zhang, Xiaokang Li, Xinming Li, Hao Teng, Tony D. James, Jian Li, Yuan Guo","","","N/A","Success"
"10.1039/D1SC02863D","Mechanistic study on the reaction of pinB-BMes2with alkynes based on experimental investigation and DFT calculations: gradual change of mechanism depending on the substituent","N/A","N/A","Linlin Wu, Chiemi Kojima, Ka‐Ho Lee, Shogo Morisako, Zhenyang Lin, Makoto Yamashita","","","N/A","Success"
"10.1039/D1SC02142G","Analog quantum simulation of chemical dynamics","N/A","N/A","Ryan J. MacDonell, Claire E. Dickerson, Clare J. T. Birch, Alok Kumar, Claire Edmunds, Michael J. Biercuk, Cornelius Hempel, Ivan Kassal","","","N/A","Success"
"10.1039/D2SC04101D","Emerging properties from mechanical tethering within a post-synthetically functionalised catenane scaffold","N/A","N/A","Nadia Hoyas Pérez, Peter S. Sherin, Víctor Posligua, Jake L. Greenfield, Matthew J. Fuchter, Kim E. Jelfs, Marina K. Kuimova, James E. M. Lewis","","","N/A","Success"
"10.1039/D0SC04647G","Optimal water concentration for aqueous Li+ intercalation in vanadyl phosphate","N/A","N/A","Dan Sun, Masashi Okubo, Atsuo Yamada","","","N/A","Success"
"10.1039/D0SC01746A","Ultraviolet photochemistry of ethane: implications for the atmospheric chemistry of the gas giants","N/A","N/A","Yao Chang, Jiayue Yang, Zhichao Chen, Zhiguo Zhang, Yong Yu, Qingming Li, Zhigang He, Weiqing Zhang, Guorong Wu, Rebecca A. Ingle, Matthew Bain, Michael N. R. Ashfold, Kaijun Yuan, Xueming Yang, Christopher S. Hansen","","","N/A","Success"
"10.1039/D1SC06246H","Fluorescent supramolecular polymers of barbiturate dyes with thiophene-cored twisted π-systems","N/A","N/A","Maika Kawaura, Takumi Aizawa, Sho Takahashi, Hiroshi Miyasaka, Hikaru Sotome, Shiki Yagai","","","N/A","Success"
"10.1039/D3SC03155A","A role of intermolecular interaction modulating thermal diffusivity in organosuperelastic and organoferroelastic cocrystals","N/A","N/A","Subham Ranjan, Ryota Morioka, Meguya Ryu, Junko Morikawa, Satoshi Takamizawa","","","N/A","Success"
"10.1039/D1SC03403K","β-Trioxopyrrocorphins: pyrrocorphins of graded aromaticity","N/A","N/A","Nivedita Chaudhri, Matthew J. Guberman‐Pfeffer, Ruoshi Li, Mat­thias Zeller, Christian Brückner","","","N/A","Success"
"10.1039/D2SC02044K","Stereoselective peptide catalysis in complex environments – from river water to cell lysates","N/A","N/A","Tobias Schnitzer, Jonas W. Rackl, Helma Wennemers","","","N/A","Success"
"10.1039/D2SC05274A","Room temperature chemoselective hydrogenation of CC, CO and CN bonds by using a well-defined mixed donor Mn(i) pincer catalyst","N/A","N/A","Anand B. Shabade, Dipesh M. Sharma, Priyam Bajpai, Rajesh G. Gonnade, Kumar Vanka, Benudhar Punji","","","N/A","Success"
"10.1039/D3SC03688J","Impact of library input on the hit discovery rate in DNA-encoded chemical library selections","N/A","N/A","Sara Puglioli, Sebastian Oehler, Luca Prati, Jörg Scheuermann, Gabriele Bassi, Samuele Cazzamalli, Dario Neri, Nicholas Favalli","","","N/A","Success"
